MSG,data_excel,anno,mese,data,ora,critical_day
"Liked ma voi riuscite a distinguere il sonno di aprile dolce dormire dal sonno del letargo invernale, del caldo... http://ff.im/-AvFWC",4/7/2011,2011,4,7,12,heat
Ma è normale che a Roma morite di caldo e qua in Calabria io sto schiattando di freddo?D:,4/7/2011,2011,4,7,12,heat
Ma adesso non fa un po' troppo caldo!! Forse forse c'e' qualcosa che non va!!! Centro Milano 27 gradi!!!,4/7/2011,2011,4,7,12,heat
MA QUANTO CAZZO FA CALDO?,4/7/2011,2011,4,7,12,heat
"nell'ora sucessiva a quella di ed. fisica ( la terza ) c'era compito di latino !’ come contemplare il suicidio. caldo,stanchezza & ansia .-.",4/7/2011,2011,4,7,12,heat
Non sopporto il caldo....e non sopporto chi mette le infradito ad aprile!,4/7/2011,2011,4,7,12,heat
Oggi a scuola ci hanno cambiato classe in quella di prima si moriva dal caldo..!!! :),4/7/2011,2011,4,7,12,heat
oggi fa troppo caldo,4/7/2011,2011,4,7,12,heat
Oggi torno a casa prima perchè mi sono rotto il cazzo e fa troppo caldo.,4/7/2011,2011,4,7,12,heat
"Oltre all'infame minestrone, ho avuto il coraggio di mangiare anche un tomino grigliato, #morale: arsura pazzesca! #sete",4/7/2011,2011,4,7,12,heat
RT @__xfucktheworld: Ma è normale che a Roma morite di caldo e qua in Calabria io sto schiattando di freddo?D:,4/7/2011,2011,4,7,12,heat
RT @_kurdt: Fa troppo caldo '-',4/7/2011,2011,4,7,12,heat
RT @TeamOfKevinJ: Qui in Sicilia SI MUORE DI CALDO! Sto a maniche corte!,4/7/2011,2011,4,7,12,heat
RT @TeamOfKevinJ: Si muore di caldo! Si sente aria d'estate.,4/7/2011,2011,4,7,12,heat
RT @xharmony_: sto.morendo.di.caldo. '-',4/7/2011,2011,4,7,12,heat
Sembra già estate dal caldo che fa ...Prima a scuola ho litigato per tenere aperta la finestra!,4/7/2011,2011,4,7,12,heat
"Sole, caldo, giardino  @ Casa http://instagr.am/p/C6axQ/",4/7/2011,2011,4,7,12,heat
sono appena tornata da scuola ... Si muore di caldo!,4/7/2011,2011,4,7,12,heat
Sono sul treno più caldo della storia del trasporto su rotaia tout court.,4/7/2011,2011,4,7,12,heat
sto morendo di caldo.,4/7/2011,2011,4,7,12,heat
sto.morendo.di.caldo. '-',4/7/2011,2011,4,7,12,heat
Troppo caldo,4/7/2011,2011,4,7,12,heat
Una bella passeggiata nel parco sotto casa ci vuole #caldo,4/7/2011,2011,4,7,12,heat
vi pare che mia mamma con questo sole e questo caldo fa il minestrone? ahahahahah è tutta storta questa donna D: hahahah,4/7/2011,2011,4,7,12,heat
#GOSH   #febbre quando fa così #caldo.. Da spararsi!,4/7/2011,2011,4,7,13,heat
#noia #sonno #fame #sete #caldo #occhipesanti.....e chi più ne ha più ne metta!!!,4/7/2011,2011,4,7,13,heat
#weather #meteo #Italia > #Toscana > #Firenze >  50031 Barberino di Mugello FI > Sole caldo + 25 http://bit.ly/guLghd,4/7/2011,2011,4,7,13,heat
... inizia a fare caldo!!!,4/7/2011,2011,4,7,13,heat
@__AFirefly niente di che sono qui a parlare con te e ascolto la musica e oggi fa proprio caldo! non vedo l'ora (cont) http://tl.gd/9n9vb7,4/7/2011,2011,4,7,13,heat
@_ellebi Poi se quando apri il frigo trovi pure qualcosa di buono e fresco da mangiare con questo caldo va anche meglio =),4/7/2011,2011,4,7,13,heat
"@_mowmo_  perchè fa caldo!!!!!! comunque per sicurezza fermati... e bevi, acqua, che poi ti disidrati!! :D",4/7/2011,2011,4,7,13,heat
"@angeldomi Sì, fa caldo =) Ero in giardino.",4/7/2011,2011,4,7,13,heat
@DDevonne__   Caldo de cana >.<  I miss u,4/7/2011,2011,4,7,13,heat
@eugh_ si vede che con il primo caldo vespe ecc. festeggiano un po.. Gli dirò di trovarsi un'altra location :),4/7/2011,2011,4,7,13,heat
@Il_Simon Il clamato te lo concedo. Cmq oggi caldo incommensurabile (ovvero della Madonna...),4/7/2011,2011,4,7,13,heat
@ItsCharlieB esatto! ;) io morirò di caldo con tutti quei vestiti neri d'estate,4/7/2011,2011,4,7,13,heat
@joesminidanger ho presente le canzone..anche da voi è un caldo anormale?,4/7/2011,2011,4,7,13,heat
"@Kay_deanne  Ciao, anche io sto bene :) che fai oggi ???? fa caldo da te ????",4/7/2011,2011,4,7,13,heat
@Kay_deanne  qui c'e' il sole ma non e' molto caldo !!!!  a dopo :),4/7/2011,2011,4,7,13,heat
@NiccoloMelani ahah! Domenica scorsa in 5 torri ero in maniche corte e mi sono anche ustionata!! Cmq non può fare cosí caldo ad aprile,4/7/2011,2011,4,7,13,heat
"@NiccoloMelani o niccooo!!Quale onore!!!tutto bene, tu?si muore di caldo ma questo week end vado lo stesso a sciar :)",4/7/2011,2011,4,7,13,heat
@SellyChuu Ma come freddo! Io qua stò morendo di caldo XD,4/7/2011,2011,4,7,13,heat
@selvitano Infatti! C'è un'afa terribile...,4/7/2011,2011,4,7,13,heat
"@soproudofbiebs Che brava D: cazzo, fammi un gavettone che qua si muore di caldo D:",4/7/2011,2011,4,7,13,heat
@VampiresSmile__ Mi ha detto una ragazza che farà caldo (30 gradi) però mi porto lo stesso una felpa non si sa mai >_<,4/7/2011,2011,4,7,13,heat
@VampiresSmile__ va bè dopo il concerto staremo morendo di caldo,4/7/2011,2011,4,7,13,heat
@xOhMyStyles sì D: sì anch'io oò qua fa caldo D:,4/7/2011,2011,4,7,13,heat
@YumeKimino fa caldo eccome! Si sta in maglietta tranquilli e anche di sera si sta bene,4/7/2011,2011,4,7,13,heat
"7 aprile, ore 14:30, direttamente dalla webcam del Passo dei Salati (2.971 metri), +4,4°C... nonostante il caldo... http://fb.me/VeW32K3c",4/7/2011,2011,4,7,13,heat
È tanto caldo!D:,4/7/2011,2011,4,7,13,heat
 Uomini e donne : commenti a caldo http://nblo.gs/gmPc7,4/7/2011,2011,4,7,13,heat
Che cazzo di caldo c'e?,4/7/2011,2011,4,7,13,heat
Che giornata soleggiata oggi... stò morendo di caldo #Milano,4/7/2011,2011,4,7,13,heat
Con questo caldo è impossibile trovare la forza per studiare,4/7/2011,2011,4,7,13,heat
"Dal dentista, ma vorrei tanto dormire nel mio lettuccio caldo *-* #maledettidenti!",4/7/2011,2011,4,7,13,heat
domanda:mestre non é +o- vicino al mare?? non dovrebbe essere un po più fresco qui?? e allora perché fa più caldo che a padova??? uff..mare!,4/7/2011,2011,4,7,13,heat
Dulgheru - Medina Garrigues'i 2-1 yendi. 3. sete bakabildim sadece,4/7/2011,2011,4,7,13,heat
E finalmente posso lamentarmi del caldo!!! Non si respira. Io amo l'inverno.,4/7/2011,2011,4,7,13,heat
"F1, Sepang. Vettel: Caldo e pioggia non preoccupano la Red Bull http://bit.ly/etxwbd",4/7/2011,2011,4,7,13,heat
"fa (troppo) CAAAAALDO, io ooooodio il caldo -____-",4/7/2011,2011,4,7,13,heat
"FA CALDO NON VOGLIO USCIRE T_T MA LA MIRI MI OBBLIGA, PUTTANA U_U *picchia Miri",4/7/2011,2011,4,7,13,heat
fa così caldo che mi si stanno sciogliendo le budella,4/7/2011,2011,4,7,13,heat
"Fa sempre più caldo, e con l'avvicinarsi dell'estate la voglia di rivederli aumenta inevitabilmente..",4/7/2011,2011,4,7,13,heat
"Ho caldo,ho preso un caffè ed ho sonno,ed in tribunale sempre le stesse persone...ma un avvocato carino?? Nienteeeeee :((",4/7/2011,2011,4,7,13,heat
in quel di Firenze... a morire di caldo.,4/7/2011,2011,4,7,13,heat
Io odio il caldo. Perché non vivo in fillandia?,4/7/2011,2011,4,7,13,heat
L'attuale maggior disagio dei podisti è il caldo. Se le prossime giornate saranno calde come queste in 3-5gg l'adattamento sarà completato.,4/7/2011,2011,4,7,13,heat
Ma che bello caldo che è fuori! Dentro invece fa frescolino e c'è un'atmosfera deprimente,4/7/2011,2011,4,7,13,heat
ma che caldo!!,4/7/2011,2011,4,7,13,heat
Ma oggi fa proprio caldo è_è,4/7/2011,2011,4,7,13,heat
Ma perché avete voluto il caldo?io rivoglio il freddo!fatelo tornare!,4/7/2011,2011,4,7,13,heat
ma se continua a fare questo caldo io ci vado proprio in pantaloncini corti al concerto! D:,4/7/2011,2011,4,7,13,heat
madonna che caldo. mi sto squagliando in qust'aula.,4/7/2011,2011,4,7,13,heat
Mi ricordo l'estate 2009 e il caldo inenarrabile che fu. La sabbia che usciva dai condizionatori. @elenapoconova @ivanm85 @moscheIT,4/7/2011,2011,4,7,13,heat
"Muoio di sonno e di caldo, ma vado a prendere il treno ugualmente! Adieu",4/7/2011,2011,4,7,13,heat
no ma fallo un po' de caldo,4/7/2011,2011,4,7,13,heat
Non capisco se sono sudato perche' fa caldo o perché sto lavorando.x sicurezza mi fermo un'attimo,4/7/2011,2011,4,7,13,heat
"non iniziate a lamentarvi del caldo, perdio!",4/7/2011,2011,4,7,13,heat
"Non sono pronto per questo caldo,ho ancora la muta invernale!",4/7/2011,2011,4,7,13,heat
odio le newsletter dei siti di viaggi e compagnie aeree. Col caldo mi viene voglia di partire e non posso! #rodimentodiculomodeon,4/7/2011,2011,4,7,13,heat
Oggi sta molto caldo .. #Adoroo,4/7/2011,2011,4,7,13,heat
OH ma che caldo fa?!!! :/,4/7/2011,2011,4,7,13,heat
oh my god....il nostro guardone solito inizia a dire ancora più di matto con il caldo...inizia a parlare battendo le mani...O.o ahahahahaha,4/7/2011,2011,4,7,13,heat
pilates e il caldo mi hanno sfiancata #stracca!,4/7/2011,2011,4,7,13,heat
"Pomeriggio caldo nelle zone interne, le temperature sono arrivate a toccare i 25/26°c, più mite la costa (18/20°c).",4/7/2011,2011,4,7,13,heat
Possibile fà cosi caldo? #schiuma,4/7/2011,2011,4,7,13,heat
Quando ho caldo penso a quell'estate. E ho subito freddo.,4/7/2011,2011,4,7,13,heat
Ragazzi ma qui si schiatta dal caldo..aiuto!!!!!!!! #noncisonopiùlemezzestagioni,4/7/2011,2011,4,7,13,heat
RT @archab: Sarà anche vero che se uno non ha niente da dire parla del tempo.. ma che cazzo di caldo fa?!?,4/7/2011,2011,4,7,13,heat
"RT @saraturchina: Aaaaa, ma non è che ci siamo sbagliati e siamo in luglio?? #caldo #caldissimo",4/7/2011,2011,4,7,13,heat
"RT @silviu86: troppo caldo, a l'è pa nurmal!",4/7/2011,2011,4,7,13,heat
Sarà anche vero che se uno non ha niente da dire parla del tempo.. ma che cazzo di caldo fa?!?,4/7/2011,2011,4,7,13,heat
"Sentivo caldo, mi sono mangiata un gelato e ora sento freddo! O.o",4/7/2011,2011,4,7,13,heat
Si ma manco ad Agosto fa caldo cosi',4/7/2011,2011,4,7,13,heat
Si muore dal caldo *-* Finalmente il freddo ci ha abbandonato!!,4/7/2011,2011,4,7,13,heat
Soggette che con un caldo che si muore escono con la scirpa .-.,4/7/2011,2011,4,7,13,heat
Troppo caldo per i miei gusti,4/7/2011,2011,4,7,13,heat
"troppo caldo, a l'è pa nurmal!",4/7/2011,2011,4,7,13,heat
#milano #notizie Milano  è caldo quasi da agosto: sabato si aspettano 31 gradi: Temperature nettamente sop... http://tinyurl.com/43m7o33,4/7/2011,2011,4,7,14,heat
#milano: Milano  è caldo quasi da agosto: sabato si aspettano 31 gradi http://bit.ly/foNf6m,4/7/2011,2011,4,7,14,heat
#tyw #vinitaly allo stand sparkling italy c'è un caldo allucinante una serra....,4/7/2011,2011,4,7,14,heat
..e mo non incominciamo subito col tormentone che è troppo caldo eh!!,4/7/2011,2011,4,7,14,heat
..io preferisco l'inverno....sto caldo mi spacca... :|,4/7/2011,2011,4,7,14,heat
@_Thatsmylife_ eggià.Morirete tutti di caldo.Poveri,4/7/2011,2011,4,7,14,heat
@asterdesign io sono uscita in con la cannottierina ed ho CALDO,4/7/2011,2011,4,7,14,heat
@Coccimari quest'anno milano ha iniziato troppo caldo .. #ri-fuck,4/7/2011,2011,4,7,14,heat
@crossoverboy ahahahah fa troppo caldo per essere aprile!!!,4/7/2011,2011,4,7,14,heat
"@danycapp60 ma io li porto in Svizzera, anzi mi trasferisco già da adesso perche' ho caldo, d'ora in poi chiamatemi Haidi. Ciao",4/7/2011,2011,4,7,14,heat
@elogioalchaos ciao :)  bene...direi... Caldo e giornate intense ;)),4/7/2011,2011,4,7,14,heat
@FeedLadybug mmm mesàà..mamma che brutto quel virus!speriamo che ti passa presto..dovresti sta a casa al caldo però u.u :),4/7/2011,2011,4,7,14,heat
@frankdj anche qua a salerno fa caldo ma ce un venticello che ci gusta oyehaaaaaaa,4/7/2011,2011,4,7,14,heat
@frankdj spegni e soffri un po' di caldo!!! ;-),4/7/2011,2011,4,7,14,heat
"@IN_WONDER_75 ci avevo pensato anche io,sulla spiaggia a marina di ravenna lo fanno col pesce appena pescato..ma con sto caldo..",4/7/2011,2011,4,7,14,heat
@mattiamoretto attacca con la storia del caldo e delle mezze stagioni #tassistiromani http://instagr.am/p/C6jwf/,4/7/2011,2011,4,7,14,heat
@ozy_aneres fa caldo anche qui P_P,4/7/2011,2011,4,7,14,heat
@SupertrampChris ei chris!! Qui fa caldo anche.. #hoFame ... Buona bici?? Io bene! Sono leggera oggi ! :***,4/7/2011,2011,4,7,14,heat
"27 gradi. Non ci credo, va bene che fa caldo, ma leggere 27 ti fa sentire in estate. È ingannevole per le nostre menti #sapevatelo",4/7/2011,2011,4,7,14,heat
aniversário do @Yurikpk   RT @Thi_Andrade: Sete de abril de dois mil e onze!,4/7/2011,2011,4,7,14,heat
"Aprile, caldo record a #Modena. Il picco nel week-end http://goo.gl/Vb0vN",4/7/2011,2011,4,7,14,heat
"Atunci cand se manifesta senzatia de sete, corpul are deja un deficit de aproape 1,5 l apa!",4/7/2011,2011,4,7,14,heat
"Buongiorno! :) Fa un caldo terrificante oggi, devo dire... Meglio così dai :D",4/7/2011,2011,4,7,14,heat
caldo + sonno + digestione = produzione di cazzi fritti #sapevatelo,4/7/2011,2011,4,7,14,heat
Che caldo fa oggi??!! E questo pelo nero non mi aiuta!!,4/7/2011,2011,4,7,14,heat
Cologno: caloriferi spenti in anticipo negli uffici pubblici a causa del gran caldo http://goo.gl/fb/PhKmY,4/7/2011,2011,4,7,14,heat
Con questo caldo mi viene voglia di andare a mare ! *-*,4/7/2011,2011,4,7,14,heat
Ecco caldo di merda per colpa tua ho perso una giacca bellissima che avevo perchè chissa dove l'ho lasciata. Muori caldo.,4/7/2011,2011,4,7,14,heat
fa caldo :D,4/7/2011,2011,4,7,14,heat
"Fa caldo eh? Cerchi una giacca leggera, una maglietta firmata? trovala su Scambioo!",4/7/2011,2011,4,7,14,heat
Fa già troppo caldo per i miei gusti...,4/7/2011,2011,4,7,14,heat
Fa troppo caldo per essere aprile èé,4/7/2011,2011,4,7,14,heat
Fa troppo caldo per essere solo inizio aprile!!!!!!!!!!!!!1,4/7/2011,2011,4,7,14,heat
"Il caldo ci può stare, pero avvertimi la mattina almeno non metto la felpa! :X",4/7/2011,2011,4,7,14,heat
IL GRANDE CALDO - Un capolavoro assoluto del cinema poliziesco firmato dal maestro Fritz Lang http://dld.bz/V4Vh,4/7/2011,2011,4,7,14,heat
Inizio già a non sopportare più questo primo caldo! Uff!,4/7/2011,2011,4,7,14,heat
Ma che caldo fa...,4/7/2011,2011,4,7,14,heat
Ma che caldo maledetto fa?!?,4/7/2011,2011,4,7,14,heat
ma davvero c'è così caldo?? chiusa in ufficio non mi rendo conto......,4/7/2011,2011,4,7,14,heat
Ma siamo pazzi???troppo caldo!,4/7/2011,2011,4,7,14,heat
Madonna che caldo che fa o.o,4/7/2011,2011,4,7,14,heat
"Meteo, caldo sino a domenica http://dlvr.it/MmG8N",4/7/2011,2011,4,7,14,heat
"Meteo, caldo sino a domenica http://dlvr.it/MmG92",4/7/2011,2011,4,7,14,heat
"Meteo, caldo sino a domenica http://dlvr.it/MmHbK",4/7/2011,2011,4,7,14,heat
"Mi domando se, con questo caldo, oggi qualcuno passerà ad offrirmi un gelato.. :) http://myloc.me/j6Svk",4/7/2011,2011,4,7,14,heat
"Milano, sabato sarà caldo record: quasi 30 gradi http://goo.gl/gCD3z",4/7/2011,2011,4,7,14,heat
molto caldo e naso chiuso non vanno d'accordo,4/7/2011,2011,4,7,14,heat
"Natale alternativo al caldo: la fiera ai ritmi di salsa di Cali, in Colombia http://minu.be/9GX",4/7/2011,2011,4,7,14,heat
No con la gonan nuova tutto il giorno muoio di caldo,4/7/2011,2011,4,7,14,heat
Oddio amo il caldo ma così improvviso mi prende malissimo.. xD,4/7/2011,2011,4,7,14,heat
Oggi fa troppo caldo. O.o,4/7/2011,2011,4,7,14,heat
Ommioddio che caldo allucinante sembra estateeee,4/7/2011,2011,4,7,14,heat
Promemoria:quando fa caldo le magliette/felpe  nere NON si usano.Eppure me lo hanno sempre detto e io sempre dritto come un cavallo,4/7/2011,2011,4,7,14,heat
Qui fa un caldo porco. Quanto manca all'inverno @sasakifujika ?,4/7/2011,2011,4,7,14,heat
Rettifico il precedente. Ma che caldo maledetto fa?!? 27 gradi in ufficio....,4/7/2011,2011,4,7,14,heat
"Ricordo che qualche anno fa in aprile nevicava, ora invece c'è questo caldo insopportabile #lefuck",4/7/2011,2011,4,7,14,heat
RT @_shewalksaway: Fa troppo caldo per essere aprile èé,4/7/2011,2011,4,7,14,heat
RT @NinoTorrisi: Con questo caldo è impossibile trovare la forza per studiare,4/7/2011,2011,4,7,14,heat
"RT @Notizie_Milano: #milano: Milano, è caldo quasi da agosto: sabato si aspettano 31 gradi http://bit.ly/foNf6m",4/7/2011,2011,4,7,14,heat
RT @ssam__: sono in canottiera dall'una. si muore di caldo-,4/7/2011,2011,4,7,14,heat
"RT @tellmewhy__: Se continui a desidere l'inferno, non puoi poi lamentarti del caldo.",4/7/2011,2011,4,7,14,heat
Senza aria condizionata fa caldo anche tra le nuvole...,4/7/2011,2011,4,7,14,heat
Sete de abril de dois mil e onze!,4/7/2011,2011,4,7,14,heat
"Sono uscito un attimo in camicia, la deflagrazione della primavera mi ha investito in pieno: vegetazione, profumi, caldo. Da 1 a 10 godo 15.",4/7/2011,2011,4,7,14,heat
Sui gran cazzi di caldo!,4/7/2011,2011,4,7,14,heat
una bella cioccolata anche se fa caldo?,4/7/2011,2011,4,7,14,heat
"Voglio l'afa, il caldo soffocante!!!",4/7/2011,2011,4,7,14,heat
@_Thatsmylife_ ma davvero.Ma perchè non c'e ne andiamo in america?li penso che faccia meno caldo,4/7/2011,2011,4,7,15,heat
@AirinVein si appunto! io ho una maglietta a maniche corte ma mi pare di portare una palliccia da quanto sento caldo! LOL,4/7/2011,2011,4,7,15,heat
@AirinVein sto seduta ma è troppo caldo! D: non voglio sapere in che condizioni starò st'estate! dfhwdfhtr,4/7/2011,2011,4,7,15,heat
@brokenwings___ allora non mi sbagliavo...io nel frattempo ho studiato filosofia + ho preso il sole..anche se è davvero troppo caldo..,4/7/2011,2011,4,7,15,heat
@cowdogo confermo: oggi Milano non e' in aprile ma perlomeno in giugno! Caldo caldissimo!,4/7/2011,2011,4,7,15,heat
@eleonoramozzi dal caldo ke ho mi spalmerei il gelato addosso**,4/7/2011,2011,4,7,15,heat
@FrancescaRausi anche qui è un caldo bestiale. Domenica ho fatto un giro in spiaggia e c'era già la gente a fare il bagno. PAAAZZZI... ahah,4/7/2011,2011,4,7,15,heat
@FraScarton hahah si sono fusa hahaha Hai ragione hahaha colpa del caldo!!,4/7/2011,2011,4,7,15,heat
@fuckyesfabregas I jeans neri stanno da Dio col caldo D:,4/7/2011,2011,4,7,15,heat
@Grace9O ora  casa di mia zia..non vengo mai a trovarla e si lamenta ahahah ma da me non faceva cosi caldo O_O,4/7/2011,2011,4,7,15,heat
@ilariaga comincia a fare caldo...,4/7/2011,2011,4,7,15,heat
"@JoBroArePLOBNRG qui a rimini ci sono 24 gradi da 2 settimane. si muore di caldo! quindi le manoche corte vanno bene,, almeno qui!",4/7/2011,2011,4,7,15,heat
@Laliter_94 Qui invece si muore dal caldo!,4/7/2011,2011,4,7,15,heat
@lindigesto chi si lamenta del caldo perchè preferisce climi e atmsosfere nordico/gotiche mi defollowi. Per sempre.,4/7/2011,2011,4,7,15,heat
@lunaticannie sciolgomi. E non è per il caldo... :),4/7/2011,2011,4,7,15,heat
@maloudah laa baada3t afa 3laich bs .. allaft qe9a9 7azeena yazlaha el presentation,4/7/2011,2011,4,7,15,heat
@mcmiller88 bello fare un pisolino con questo caldo...,4/7/2011,2011,4,7,15,heat
"@MicheleCiotti beh sì, fa caldo!",4/7/2011,2011,4,7,15,heat
@senemtirebolu @selintirelioglu na na na come on sete,4/7/2011,2011,4,7,15,heat
@simonuc volevo uscire! Fa un caldo oggi ;) però devo studiare italiano per sabato... Che palle!,4/7/2011,2011,4,7,15,heat
@sonna_  ma infatti non te lo guardà ahahah credo che sarà aggiunto al dvd cmq sto video..è tipo making of *__* io stò a crepà sorè ...caldo,4/7/2011,2011,4,7,15,heat
@sonna_  perchè fa un caldo boia amò..io sui monti non sò abituata ahahahah,4/7/2011,2011,4,7,15,heat
"@TerrySuperqueen @videogirl questo we no perché ci sono i fiori sui navigli, poi devo andare a mn poi è pasqua poi farà troppo caldo :(",4/7/2011,2011,4,7,15,heat
"@theunluckycat In fin dei conti alle 5.45pm comincia a bollire il cervello, specie con questo caldo :D",4/7/2011,2011,4,7,15,heat
@vienviatramvai ..oggi è veramente caldo!,4/7/2011,2011,4,7,15,heat
"@ziapappi @telexjournal @annatrieste jaja su, pausa caffe' che oggi state tutti troppo concentrati a lavorare. a me freddo, che fa caldo (!)",4/7/2011,2011,4,7,15,heat
"A milano, fa caldo.",4/7/2011,2011,4,7,15,heat
"È ufficiale: oggi fa molto caldo, forse troppo!!:P ma meglio così...",4/7/2011,2011,4,7,15,heat
Almoçando com a Mi!!!! (@ Spoleto - Sete de Setembro) http://4sq.com/e6uf8l,4/7/2011,2011,4,7,15,heat
"C'è talmente caldo che sono con la canottiera, domani a scuola ci vado in costume uù",4/7/2011,2011,4,7,15,heat
caldo assurdo,4/7/2011,2011,4,7,15,heat
cazz... di caldo http://twitpic.com/4hyld6,4/7/2011,2011,4,7,15,heat
Certo che forse 4 fette di salame di cioccolato e 2 bicchierini di spumante non sono l'ideale con 'sto caldo....,4/7/2011,2011,4,7,15,heat
Che caldo oggi!,4/7/2011,2011,4,7,15,heat
Che palle andare a fare ripetizione di matematica con questo caldo...,4/7/2011,2011,4,7,15,heat
Chi si lamenta del caldo indossi il suo moncler tarocco e si ammazzi di condizionatore.,4/7/2011,2011,4,7,15,heat
con tutto sto caldo è impossibile camminare!,4/7/2011,2011,4,7,15,heat
Desayunando un caldo d mariscosxD http://twitpic.com/4hyoq8,4/7/2011,2011,4,7,15,heat
"Di ritorno da una sudata epocale di 2 ore leggo di gelati, birre e ristoranti fighetti romani... #fame #sete",4/7/2011,2011,4,7,15,heat
e fa caldo anche ad andare in giro in maniche corte! Io amo l'estate!,4/7/2011,2011,4,7,15,heat
Ecco come ci proteggiamo dal caldo :P  @ MOCA Interactive Srl http://instagr.am/p/C6oiI/,4/7/2011,2011,4,7,15,heat
"Fa caldo e vogliamo il freddo, fa freddo e vogliamo il caldo. Lamentarsi, sempre e comunque, è d'obbligo.",4/7/2011,2011,4,7,15,heat
Fa davvero caldo!! Che bellooooo!!!,4/7/2011,2011,4,7,15,heat
"Globo Esporte cancelado por causa da tragédia em Sete Lag.. Digo, no Rio.",4/7/2011,2011,4,7,15,heat
Ho caldo e voglia di felicità in pratici boccali da 0.56,4/7/2011,2011,4,7,15,heat
Ho una sete che non ci vedo,4/7/2011,2011,4,7,15,heat
il governo ha già preparato un decreto contro l'emergenza caldo,4/7/2011,2011,4,7,15,heat
"la gente con questo caldo SCLERA! ma datevi una calmata scemi! è inutile impazzire, tanto siamo tutti sulla stessa barca!!",4/7/2011,2011,4,7,15,heat
"L'estate sta arrivando... Ad #Alleghe ci sono 25 gradi, #caldo!",4/7/2011,2011,4,7,15,heat
MA CHE CALDO FA OGGI?!,4/7/2011,2011,4,7,15,heat
Ma che caldo fa oggi??? Voglio andare a mareeeeee!,4/7/2011,2011,4,7,15,heat
ma che caldo fa? non sono ancora psicologicamente preparata a canottiere ed infradito,4/7/2011,2011,4,7,15,heat
Ma che caldo fa???? :D,4/7/2011,2011,4,7,15,heat
Magari se fa caldo e si suda..non mettete il cappotto cazzo,4/7/2011,2011,4,7,15,heat
"mamma mia, che caldo!!!!!!!!!!!",4/7/2011,2011,4,7,15,heat
Mi sta venendo una crisi con sto caldo -.-,4/7/2011,2011,4,7,15,heat
"Minchia,c'è un caldo pauroso,la bellezza di 30º '-' e io sono in Nike alte,jeans neri e camicia a quadretti çwç",4/7/2011,2011,4,7,15,heat
"Miseria ladra, che caldo. '-'",4/7/2011,2011,4,7,15,heat
"Modena, 7 aprile 2011, 28°... non si può >.< #caldo",4/7/2011,2011,4,7,15,heat
Non dissetarti a tutte le fonti che trovi: la felicità sta nell avere sempre sete. [Nino Salvaneschi],4/7/2011,2011,4,7,15,heat
"Non fa caldo, di più!",4/7/2011,2011,4,7,15,heat
Non ne posso già più di questo caldo.,4/7/2011,2011,4,7,15,heat
"Non so lì da voi, ma qui oggi fa un caldo pauroso...",4/7/2011,2011,4,7,15,heat
"Odio il caldo, odio il sole e odio lui.",4/7/2011,2011,4,7,15,heat
oggi fa proprio caldo!!!,4/7/2011,2011,4,7,15,heat
puttana eva che caldo qua dentro!,4/7/2011,2011,4,7,15,heat
RT @ilDelinquente: Ricordate di tenere in casa i vecchi e dargli da bere almeno 5 volte al giorno. Il #caldo potrebbe rovinarli. #fanculo è già #estate,4/7/2011,2011,4,7,15,heat
"RT @StefanoGuerrera Fa caldo e vogliamo il freddo, fa freddo e vogliamo il caldo. Lamentarsi, sempre e comunque, è d'obbligo.",4/7/2011,2011,4,7,15,heat
RT @TokyoBlues39: Ho caldo e voglia di felicità in pratici boccali da 0.56,4/7/2011,2011,4,7,15,heat
RT se nella tua città fa caldo,4/7/2011,2011,4,7,15,heat
Se fa così caldo a Milano non oso persare come sarà più al sud o.o,4/7/2011,2011,4,7,15,heat
"Se fa così caldo ORA, ad Agosto cosa facciamo? Ci trasferiamo momentaneamente in Alaska? ç.ç",4/7/2011,2011,4,7,15,heat
Settimana lavorativa terminata !!!! Ora corro a casa a togliermi sto costume !!! troppo caldo !!!!,4/7/2011,2011,4,7,15,heat
"si lamentano che fa caldo,ma l'idea di spalancare la finestra mica le sfiora...",4/7/2011,2011,4,7,15,heat
sono appena tornata a casa a piedi e SI CREPA DI CALDO fuori ù____ù,4/7/2011,2011,4,7,15,heat
sono stata in finestra per 5 minuti al sole e ho le guancie tutte rosse.caldo. aiuto.,4/7/2011,2011,4,7,15,heat
to louca que der logo sete da noite pra assistir rebelde,4/7/2011,2011,4,7,15,heat
Tutto questo caldo mi mette voglia di mare,4/7/2011,2011,4,7,15,heat
usare il forno con sto caldo non è stata una brillante idea,4/7/2011,2011,4,7,15,heat
"Vado a studiarmi qualche guida in giro per il web, fa troppo caldo per pensare &",4/7/2011,2011,4,7,15,heat
"Valle d Aosta, caldo record: toccati i 30° Bel tempo su tutta Italia fino a domenica: Le stazioni sciistiche cos... http://bit.ly/e0mk6q",4/7/2011,2011,4,7,15,heat
"Valle d'Aosta, caldo record: toccati i 30° Bel tempo su tutta Italia fino a domenica - Corriere della Sera http://t.co/JfXnZKr via @AddThis",4/7/2011,2011,4,7,15,heat
"Valle d'Aosta, caldo record: toccati i 30° Bel tempo su tutta Italia fino a domenica http://dlvr.it/MmNzn",4/7/2011,2011,4,7,15,heat
xkè questo caldo??? siamo ad aprile!!!,4/7/2011,2011,4,7,15,heat
# modena. Caldo record in città: oggi 26 4° C. Temperature mai così alte in aprile da 50 anni,4/7/2011,2011,4,7,16,heat
